Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Manteron Tipe A Cibeunying Kaler Bandung,Putra,Rp900.000,900000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Pondok (909 m), Alfamart Bojong Koneng (1.5 km), Masjid Pusdai (681 m), Institut Teknologi Nasional Bandung (630 m), Sinar Abadi Balubur Town Square (2.3 km).","2 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Cermin, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, Mushola, Dapur, Jemuran, Pengurus Kos, Jual Makanan, Balcon, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-manteron-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887841355778339,107.62881781522792
Kost Rumah Surya Cibeunying Kaler Bandung,Putra,Rp550.000,550000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Aero (2.0 km), Alfamart (2.7 km), Christian Church Pasundan Awiligar (1.1 km), Bank BJB Weekend Banking (2.4 km), Institut Teknologi Bandung (2.3 km), RS Ibu dan Anak Al Islam (2.4 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage","Kloset Duduk, Kloset Jongkok, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Tamu",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-rumah-surya-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.884901311725524,107.63043308658959
Kost Gemilang Berkah Tipe B Cimenyan Bandung,Putra,Rp750.000,750000,Kecamatan Cimenyan,Cimenyan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Bojong Koneng (1.4 km), Christian Church Pasundan Awiligar (826 m), Universitas Padjadjaran Kampus Dipatiukur (1.9 km), Sinar Abadi Balubur Town Square (2.9 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela","Kloset Jongkok, Bak mandi","WiFi, Dapur, Jemuran, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-bandung-kost-putra-murah-kost-gemilang-berkah-tipe-b-cimenyan-bandung-1?redirection_source=landing%20area,-6.879615687091564,107.66517249325719
Kost Sidomukti Tipe A Cibeunying Kaler Bandung,Putri,Rp850.000,850000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Bojong Koneng (1.5 km), Masjid MUI Kota Bandung (601 m), Institut Teknologi Nasional Bandung (801 m), Sinar Abadi Balubur Town Square (2.4 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Bantal, Kursi","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Bak mandi","WiFi, R. Cuci, R. Tamu, R. Jemur, Dapur, K. Mandi Luar","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-sidomukti-tipe-a-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.8844928101119605,107.63021769761349
Kost Shelvi Home Tipe 1 Cibeunying Kidul Bandung,Putri,Rp1.350.000,1350000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Bojong Koneng (245 m), Christian Church Pasundan Awiligar (1.9 km), Universitas Widyatama (210 m).","3 x 5 meter, Termasuk listrik","Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, R. Jemur, R. Makan, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-shelvi-home-tipe-1-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.8969257825863455,107.64994400152642
Kost Sindang Sari Tipe B Antapani Bandung,Putra,Rp700.000,700000,Antapani,Antapani,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Cimuncang 2 (1.8 km), Masjid Al-Muhajirin (1.6 km), RS Umum Hermina Arcamanik (640 m).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Guling, Cermin, Bantal, Wastafel","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi, Bak mandi","WiFi, Laundry, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, Jual Makanan, CCTV","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-sindang-sari-tipe-b-antapani-bandung?redirection_source=landing%20area,-6.917050629790575,107.6587746578653
Kost Nin Ae Tipe D Mandalajati Bandung,Campur,Rp1.500.000,1500000,Mandalajati,Mandalajati,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Permata (2.8 km), PT. Indomarco Prismatama (684 m), Masjid Al Barokah (1.7 km), Universitas Widyatama (1.4 km), RS Umum Hermina Arcamanik (1.3 km).","3 x 5 meter, Termasuk listrik","AC, Kasur, Lemari / Storage, Jendela, Cermin, Bantal","Kloset Jongkok, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, Kulkas, CCTV","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nin-ae-tipe-d-mandalajati-bandung-2?redirection_source=landing%20area,-6.894199962861335,107.66981305207122
Kost Atlas Kiaracondong Bandung,Campur,Rp850.000,850000,Kiaracondong,Kiaracondong,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Warteg Permata (566 m), Alfamart A Yani 419 (870 m), Masjid Al Barokah (671 m), STMIK Amik Bandung (867 m).","3 x 3 meter, Tidak termasuk listrik",,K. Mandi Dalam,WiFi,Parkir Mobil,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-atlas-kiaracondong-bandung?redirection_source=landing%20area,-6.924151442670534,107.64813727203057
Kost Keys Co Living Deluxe Cibeunying Kidul Bandung,Campur,Rp2.350.000,2350000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Cintaasih (2.4 km), Alfamart (2.0 km), Masjid Al Barokah (1.5 km), Bank BJB Weekend Banking (2.1 km), Universitas Widyatama (571 m), RS Ibu dan Anak Al Islam (891 m).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Dispenser, Meja, Lemari / Storage, Kulkas, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Penjaga Kos, R. Jemur, R. Makan, Mushola, Dispenser, Dapur","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-keys-co-living-deluxe-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899386690131965,107.64956035261413
Kost Orange Tipe Studio A Antapani Bandung,Putri,Rp650.000,650000,Kecamatan Antapani,Antapani,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.8 km), PT. Indomarco Prismatama (1.4 km), Masjid Al Barokah (709 m), Bank Mandiri Bandung MTC (3.0 km), Universitas Widyatama (2.3 km), RS Ibu dan Anak Grha Bunda (1.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kursi, Cleaning service","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi, Bak mandi","WiFi, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-orange-tipe-studio-a-antapani-bandung?redirection_source=landing%20area,-6.919270364800701,107.65815550829647
Kost Strategis Batununggal Bandung,Campur,Rp750.000,750000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Permata (1.0 km), Alfamart A Yani 419 (399 m), Masjid Al Jihad (1.5 km), Universitas Padjadjaran Kampus Dipatiukur (3.3 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, TV, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Jemur, Pengurus Kos, TV, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-bandung-kost-campur-eksklusif-kost-strategis-batununggal-bandung-1?redirection_source=landing%20area,-6.927990732388161,107.6394174488104
Kost Guyub Tipe A Cibeunying Kaler Bandung,Campur,Rp600.000,600000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart (1.3 km), Church In Bandung (2.5 km), Bank BJB Weekend Banking (984 m), Institut Teknologi Nasional Bandung (808 m), RS Ibu dan Anak Al Islam (1.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Guling, Cermin","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Jemur, Jemuran, Pengurus Kos, CCTV, Balcon, K. Mandi Luar",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-guyub-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887363495890032,107.62793664406054
Kost Orange Tipe B Cikondang Coblong Bandung,Campur,Rp750.000,750000,Coblong,Coblong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Gaul (1.7 km), Alfamart Bojong Koneng (1.5 km), Masjid MUI Kota Bandung (518 m), BSI KCP Bandung Dago (2.0 km), Universitas Padjadjaran Kampus Dipatiukur (1.5 km), RS Umum Santo Borromeus (1.9 km).","4 x 3,5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Kursi","Kloset Jongkok, Ember mandi, Shower","WiFi, Kulkas, R. Jemur, Dispenser, Dapur, Balcon, TV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-orange-tipe-b-cikondang-coblong-bandung?redirection_source=landing%20area,-6.881413160108647,107.6155683560642
Kost Fenfen Tipe A Mandalajati Bandung,Campur,Rp850.000,850000,Kecamatan Mandalajati,Mandalajati,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warmindo Tongkrongan (3.1 km), PT. Indomarco Prismatama (952 m), Masjid Al Barokah (2.0 km), Universitas Widyatama (1.5 km), RS Umum Hermina Arcamanik (1.4 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Dispenser, Lemari / Storage, Jendela, Dapur Pribadi, Bantal","Kloset Jongkok, Ember mandi","WiFi, R. Jemur, Dispenser, Dapur, Jemuran, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-fenfen-tipe-a-mandalajati-bandung?redirection_source=landing%20area,-6.896442685815004,107.67240440638221
Kost Burhanul Tipe A Antapani Bandung,Putri,Rp800.000,800000,Antapani,Antapani,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Cintaasih (2.6 km), Alfamart Cimuncang 2 (1.6 km), Masjid Al Barokah (418 m), Bank Mandiri Bandung MTC (3.1 km), Universitas Widyatama (2.0 km), RS Ibu dan Anak Grha Bunda (874 m).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage",Kloset Jongkok,"WiFi, Mesin Cuci, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-burhanul-tipe-a-antapani-bandung-2?redirection_source=landing%20area,-6.916358433968889,107.65813352260197
Kost Shelvi Home Tipe 2 Cibeunying Kidul Bandung,Putri,Rp1.000.000,1000000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Bojong Koneng (245 m), Christian Church Pasundan Awiligar (1.9 km), Universitas Widyatama (210 m).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Cermin","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, R. Makan, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-shelvi-home-tipe-2-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899242613080362,107.65070476233974
Kost Muararajeun Lama 1 Tipe B Cibeunying Kaler Bandung,Campur,Rp925.000,925000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (584 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (553 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-b-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.888022686548377,107.63080024597048
Kost Titik Awal Cikaso Tipe A Cibeunying Kidul Bandung,Putri,Rp2.100.000,2100000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Abadi (3.0 km), Alfamart (2.4 km), Masjid Al Jihad (841 m), Bank BJB - Cabang Utama Bandung (3.1 km), Institut Teknologi Nasional Bandung (1.5 km), RS Ibu dan Anak Al Islam (373 m).","4 x 5 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Wastafel","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-titik-awal-cikaso-tipe-a-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.8972612808049085,107.64819828269684
Kost Mas Sugeng Cibeunying Kidul Bandung,Campur,Rp900.000,900000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Alfamart Cimuncang 2 (828 m), Christian Church Pasundan Awiligar (2.7 km), Universitas Widyatama (710 m), RS Umum Santo Yusup (291 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, Jemuran",Parkir Motor,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-mas-sugeng-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899449329563362,107.6498398015708
Kost Mahameru Co Living Suite Cibeunying Kidul Bandung,Campur,Rp2.500.000,2500000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (2.8 km), Alfamart (2.4 km), Masjid Al Jihad (592 m), Bank BJB - Cabang Utama Bandung (2.8 km), Institut Teknologi Nasional Bandung (1.6 km), RS Ibu dan Anak Al Islam (642 m).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Dispenser, Meja, TV, Lemari / Storage, Jendela, Guling, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Pengurus Kos","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mahameru-co-living-suite-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.896516978660963,107.64846431675748
Kost Muararajeun Lama 2 Tipe D Cibeunying Kaler Bandung,Campur,Rp740.000,740000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (593 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (561 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV, Rooftop, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-2-tipe-d-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.886685860997297,107.62739804779963
Kost Bu Sur Tipe B Cibeunying Kidul Bandung,Putri,Rp650.000,650000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.3 km), Alfamart Cimuncang 2 (842 m), Masjid Al Barokah (1.2 km), Bank BJB Weekend Banking (2.1 km), Universitas Widyatama (690 m), RS Khusus Gigi dan Mulut UNPAD (3.0 km).","2.5 x 2 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Kursi","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Pengurus Kos, Balcon, Taman, TV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-bu-sur-tipe-b-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.898954382107689,107.65137639003406
Kost Kumeli 30 Standart Cibeunying Kaler Bandung,Putri,Rp950.000,950000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Aero (2.5 km), Alfamart Bojong Koneng (1.2 km), Masjid Pusdai (871 m), BSI KCP Bandung Dago (2.7 km), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), RS Khusus Gigi dan Mulut UNPAD (1.7 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Shower","WiFi, Kulkas, Mesin Cuci, Laundry, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, Dispenser, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-kumeli-30-standart-cibeunying-kaler-bandung-1?redirection_source=landing%20area,-6.887113440355175,107.62959026115564
Kost Cikaso 86E Cibeunying Kidul Bandung,Putra,Rp1.350.000,1350000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (925 m), Alfamart A Yani 419 (657 m), Masjid Al Jihad (839 m), Bank BJB Weekend Banking (879 m), Universitas Padjadjaran Kampus Dipatiukur (2.5 km), RS Ibu dan Anak Al Islam (652 m).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","R. Cuci, Penjaga Kos, R. Makan, R. Santai, Dapur, TV","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-cikaso-86e-cibeunying-kidul-bandung-?redirection_source=landing%20area,-6.897973798279015,107.6486305980415
Kost Alshab Tipe A Cimenyan Bandung,Campur,Rp775.000,775000,Cimenyan,Cimenyan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Pondok (3.1 km), Circle K Cisangkuy (3.4 km), Masjid Asy Syamsi (1.8 km), Universitas Widyatama (1.2 km), RS Ibu dan Anak Al Islam (2.7 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower","WiFi, R. Jemur, Dapur, Jemuran, Pengurus Kos",Parkir Motor,,https://mamikos.com/room/kost-kabupaten-bandung-kost-campur-eksklusif-kost-alshab-tipe-a-cimenyan-bandung?redirection_source=landing%20area,-6.879030890249493,107.6632590792907
Kost Cikampek Antapani Bandung,Putri,Rp900.000,900000,Antapani,Antapani,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Cimuncang 2 (1.7 km), Masjid Al Barokah (631 m), Sekolah Tinggi Ilmu Kesehatan Dharma Husada (559 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Kursi, Kipas Angin","Kloset Duduk, K. Mandi Luar, Shower","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur, Jemuran, Pengurus Kos, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-cikampek-antapani-bandung-2?redirection_source=landing%20area,-6.916812884872864,107.66164622086475
Kost Harmoni Abadi Kiaracondong Bandung,Campur,Rp700.000,700000,Kecamatan Kiaracondong,Kiaracondong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.9 km), Alfamart (3.3 km), Gereja Isa Almasih (1.1 km), Bank BJB Weekend Banking (2.5 km), Universitas Widyatama (2.4 km), RS Ibu dan Anak Grha Bunda (735 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi",Taman,"Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-harmoni-abadi-kiaracondong-bandung?redirection_source=landing%20area,-6.923428174745967,107.64684169338955
Kost Depok Tipe B Antapani Bandung,Campur,Rp1.300.000,1300000,Kecamatan Antapani,Antapani,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (3.0 km), PT. Indomarco Prismatama (1.3 km), Masjid Al Barokah (693 m), Bank Mandiri Bandung MTC (3.1 km), Universitas Widyatama (2.2 km), RS Ibu dan Anak Grha Bunda (1.3 km).","4.5 x 4.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Wastafel, Kursi","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, Pengurus Kos, CCTV, Kartu Akses, Locker","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-depok-tipe-b-antapani-bandung?redirection_source=landing%20area,-6.918647066455005,107.66088824930651
Kost Berry Budi Tipe A Cibeunying Kidul Bandung,Campur,Rp650.000,650000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.4 km), Alfamart (1.8 km), Masjid Al Barokah (1.7 km), Bank BJB Weekend Banking (2.0 km), Institut Teknologi Nasional Bandung (569 m), RS Ibu dan Anak Al Islam (980 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Bak mandi","WiFi, Kulkas, R. Jemur, R. Santai, Dapur, CCTV, Kartu Akses, TV, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-berry-budi-tipe-a-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.900449968118143,107.64968169593122
Kost Sidomulyo 2 Cibeunying Kaler Bandung,Putra,Rp1.000.000,1000000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Bojong Koneng (1.4 km), Masjid MUI Kota Bandung (679 m), Institut Teknologi Nasional Bandung (720 m), Sinar Abadi Balubur Town Square (2.4 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Kursi, Cleaning service","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower, Air panas, Bak mandi","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, Mushola, Dapur, Taman, K. Mandi Luar","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-sidomulyo-2-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.888075356604677,107.62818039365754
