Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Palapa Cibeunying Kidul Bandung,Putra,Rp1.100.000,1100000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (760 m), Alfamart A Yani 419 (791 m), Masjid Al Jihad (985 m), Bank BJB Weekend Banking (791 m), Universitas Padjadjaran Kampus Dipatiukur (2.4 km), RS Ibu dan Anak Al Islam (751 m).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower","R. Jemur, Jemuran, CCTV, Balcon, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-palapa-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899373049064841,107.64818916580228
Kost Abizar Batununggal Bandung,Campur,Rp1.500.000,1500000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (2.4 km), Alfamart A Yani 419 (925 m), Church In Bandung (1.7 km), Citibank Indonesia (2.1 km), Institut Teknologi Nasional Bandung (2.2 km), RS Khusus Mata Cicendo (3.4 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Ember mandi, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-abizar-batununggal-bandung-2?redirection_source=landing%20area,-6.927883275608514,107.63888653775264
Kost Samz Cibeunying Kidul Bandung,Putri,Rp700.000,700000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart A Yani 419 (198 m), Church In Bandung (2.5 km), Universitas Padjadjaran Kampus Dipatiukur (2.9 km), RS Ibu dan Anak Al Islam (76 m), Bandung Electronic Center (3.3 km).","2.5 x 2.5 meter, Termasuk listrik","Kasur, Dispenser, Meja, Lemari / Storage, Kursi, Kipas Angin","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi, Shower","WiFi, R. Tamu, R. Jemur, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-samz-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.897274871884575,107.65189470128014
Kost Macan 43 Tipe Vvip Lengkong Bandung,Putri,Rp1.400.000,1400000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.8 km), Alfamart A Yani 419 (3.3 km), Masjid Jami Nurul Falah (232 m), CIMB Niaga (Buah Batu) (907 m), Institut Seni Budaya Indonesia Bandung (1.7 km), RS Ibu dan Anak Kota Bandung (2.0 km).","3.2 x 3.4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower, Air panas","WiFi, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, Dapur, Jemuran, Pengurus Kos, Jual Makanan, Kartu Akses","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-macan-43-tipe-vvip-lengkong-bandung?redirection_source=landing%20area,-6.935335771622824,107.6256161922556
Kost Otto Residence Tipe F Astanaanyar Bandung,Campur,Rp1.700.000,1700000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Meja Rias, Lemari / Storage, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","R. Jemur, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-f-astanaanyar-bandung?redirection_source=landing%20area,-6.937783283475032,107.60168734075856
Kost Nur Muhaji Tipe F Batununggal Bandung,Campur,Rp1.200.000,1200000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.0 km), Alfamart (2.6 km), Masjid Al Jihad (264 m), Bank BJB - Cabang Utama Bandung (2.2 km), Institut Teknologi Nasional Bandung (2.4 km), RS Ibu dan Anak Al Islam (1.5 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Laundry, Penjaga Kos, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nur-muhaji-tipe-f-batununggal-bandung?redirection_source=landing%20area,-6.92919224799507,107.64194593019872
Kost P House Tipe Deluxe Andir Bandung,Campur,Rp1.150.000,1150000,Kecamatan Andir,Andir,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Legoh (1.5 km), Circle K (3.1 km), Gereja Kristen Kalam Kudus Pasundan (1.3 km), Bank Syariah Indonesia KC Bandung Suniaraja (72 m), Universitas Islam Bandung (1.4 km), RS Umum Kebonjati (875 m).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Wastafel","K. Mandi Dalam, Kloset Duduk, Wastafel, Ember mandi, Shower","WiFi, Laundry, Dapur, Jemuran, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-p-house-tipe-deluxe-andir-bandung-2?redirection_source=landing%20area,-6.904269124817656,107.5721218459764
Kost Tatnjung Tipe C Bandung Wetan Bandung,Campur,Rp1.700.000,1700000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (695 m), Alfamart A Yani 419 (895 m), Masjid Al Jihad (378 m), Bank BJB Weekend Banking (848 m), Universitas Padjadjaran Kampus Dipatiukur (2.8 km), RS Ibu dan Anak Limijati (2.2 km).","4 x 4 meter, Termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Kursi","Kloset Duduk, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur, TV","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-tatnjung-tipe-c-bandung-wetan-bandung?redirection_source=landing%20area,-6.905737890030851,107.61584864293565
Kost Winwin Tipe A Lengkong Bandung,Putri,Rp800.000,800000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (646 m), Circle K (677 m), Masjid Al Waritsin (535 m), CIMB Niaga (Buah Batu) (568 m), Akademi Sekretari Dan Manajemen BSI Bandung (644 m), Bandung Electronic Center (3.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Bak mandi","Kulkas, R. Tamu, R. Jemur, R. Makan, Mushola, Dapur, Jemuran, Pengurus Kos, Taman, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-winwin-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.934643911853877,107.62683478748012
Kost Wartong Muararajeun Cibeunying Kaler Bandung,Putri,Rp800.000,800000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (1.9 km), Alfamart (991 m), Masjid Al Asy'ari Unisba (2.2 km), Bank BJB Weekend Banking (1.0 km), Institut Teknologi Nasional Bandung (970 m), RS Ibu dan Anak Al Islam (1.5 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Jendela","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, Dapur, Jemuran, Pengurus Kos, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-wartong-muararajeun-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.887647213313049,107.6273921707497
Kost Geeta Executive Double Regol Bandung,Campur,Rp1.800.000,1800000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (976 m), Indomaret YPAC (3.2 km), Church of Isa Almasih (570 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.3 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Jendela, Bantal","Kloset Duduk, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV, Rooftop","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-geeta-executive-double-regol-bandung?redirection_source=landing%20area,-6.941027923736323,107.61551141657384
Kost Tamblong Executive Sumur Bandung Bandung,Campur,Rp800.000,800000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.2 km), Alfamart A Yani 419 (3.2 km), Masjid Raya Bandung (692 m), Citibank Indonesia (453 m), Universitas Islam Bandung (1.9 km), RS Mata Bandung Eye Center (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Jendela, Guling, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Wastafel, Shower","WiFi, R. Cuci, Kulkas, Laundry, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-tamblong-executive-sumur-bandung-bandung-1?redirection_source=landing%20area,-6.913329985382564,107.61534981019824
Kost Hayati Tipe Paviliun Lengkong Bandung,Putri,Rp2.500.000,2500000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Ibu Haji Cijantung (277 m), Alfamart A Yani 419 (3.2 km), Masjid Jami Nurul Falah (420 m), CIMB Niaga (Buah Batu) (719 m), Akademi Sekretari Dan Manajemen BSI Bandung (283 m), RS Umum Muhammadiyah (429 m).","2.7 x 10 meter, Termasuk listrik","Kasur, Lemari / Storage, Meja makan, Dapur Pribadi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Penjaga Kos, Pengurus Kos, CCTV, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-hayati-tipe-paviliun-lengkong-bandung-2?redirection_source=landing%20area,-6.936219040139786,107.62797669555742
Kost Muararajeun Lama 1 Tipe B Cibeunying Kaler Bandung,Campur,Rp925.000,925000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (584 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (553 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-b-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.88475888041629,107.62956393049409
Kost Rumah Ceria Bandung Wetan Bandung,Putri,Rp600.000,600000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (596 m), Circle K (3.0 km), Masjid Salman ITB (1.0 km), Bank Syariah Indonesia KC Bandung Suniaraja (1.6 km), Institut Teknologi Bandung (1.2 km), RS Umum Hermina Pasteur (2.0 km).","2.5 x 2.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Tamu, R. Jemur, Dapur, Jemuran, Balcon, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-rumah-ceria-bandung-wetan-bandung?redirection_source=landing%20area,-6.903985450767577,107.61602876092353
Kost Nine 9 Regol Bandung,Campur,Rp1.400.000,1400000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.0 km), Alfamart (3.0 km), Church of Isa Almasih (620 m), Bank BJB - Cabang Utama Bandung (532 m), Universitas Islam Bandung (2.3 km), RS Umum Bungsu (835 m).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Kursi","K. Mandi Dalam, Kloset Duduk, K. Mandi Luar, Wastafel, Shower, Air panas","Kulkas, R. Tamu, Dapur, Jemuran, Pengurus Kos",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nine-9-regol-bandung-2?redirection_source=landing%20area,-6.938656774211764,107.61434382712704
Kost 17 Tipe A Lengkong Bandung,Putri,Rp600.000,600000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (114 m), Alfamart (2.6 km), Church of Isa Almasih (342 m), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (3.1 km), RS Mata Bandung Eye Center (1.3 km).","2.5 x 2.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Cermin","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Jemur, Dapur, Jemuran, Pengurus Kos, Rooftop, K. Mandi Luar",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-17-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.936304143385602,107.62596901682588
Kost Maleer Gatsu Tipe A Batununggal Bandung,Campur,Rp1.250.000,1250000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Amanah (813 m), Alfamart A Yani 419 (1.6 km), Church In Bandung (2.0 km), CIMB Niaga (Buah Batu) (2.1 km), Institut Teknologi Nasional Bandung (3.0 km), RS Umum Pindad (1.9 km).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage",K. Mandi Luar,"WiFi, Kulkas, Penjaga Kos, R. Jemur, Dapur, CCTV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-maleer-gatsu-tipe-a-batununggal-bandung-2?redirection_source=landing%20area,-6.93001304872874,107.64114563154372
Kost Kadua Vip Regol Bandung,Campur,Rp1.500.000,1500000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.0 km), Circle K (2.6 km), Church of Isa Almasih (945 m), Bank BJB - Cabang Utama Bandung (1.8 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Mata Bandung Eye Center (1.7 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Jongkok, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur, Jemuran","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kadua-vip-regol-bandung-2?redirection_source=landing%20area,-6.941531008310535,107.61441112100692
Kost Akiel Tipe C Regol Bandung,Putri,Rp1.000.000,1000000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (930 m), Circle K (911 m), Church of Isa Almasih (740 m), Bank BJB - Cabang Utama Bandung (1.6 km), Universitas Islam Bandung (3.4 km), RS Mata Bandung Eye Center (1.7 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, TV, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower","WiFi, Dispenser, Jemuran",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-akiel-tipe-c-regol-bandung-2?redirection_source=landing%20area,-6.94111544657276,107.61533454871498
Kost Cj 9 Batununggal Bandung,Campur,Rp1.100.000,1100000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.7 km), Alfamart (3.1 km), Masjid Al Jihad (732 m), Bank BCA KCP Buah Batu (1.9 km), Institut Teknologi Nasional Bandung (2.9 km), RS Umum Bungsu (1.9 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Meja makan, Jendela, Cermin, Sofa, Kursi, Cleaning service","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Pengurus Kos","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-cj-9-batununggal-bandung-2?redirection_source=landing%20area,-6.926770926943214,107.63907835307197
Kost Kreasi Hub Lengkong Bandung,Putra,Rp2.020.000,2020000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (244 m), Circle K (2.6 km), Church of Isa Almasih (596 m), Bank BCA KCP Buah Batu (1.3 km), Universitas Islam Bandung (3.3 km), RS Mata Bandung Eye Center (1.0 km).","4 x 3.5 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, Penjaga Kos, Pengurus Kos, CCTV, Balcon, Taman",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-kreasi-hub-lengkong-bandung?redirection_source=landing%20area,-6.934230529891285,107.6247723002208
Kost Srigadis 25 Tipe I Regol Bandung,Campur,Rp1.200.000,1200000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (790 m), Circle K (2.7 km), Church of Isa Almasih (836 m), Bank BCA KCP Buah Batu (1.5 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.2 km), RS Mata Bandung Eye Center (1.3 km).","5 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Tamu, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-i-regol-bandung-2?redirection_source=landing%20area,-6.938619491949776,107.61362932687214
Kost Genjer 29 Lengkong Bandung,Putri,Rp2.750.000,2750000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (999 m), Circle K (3.1 km), Church In Bandung (1.1 km), Bank BCA KCP Buah Batu (1.1 km), Universitas Islam Bandung (3.5 km), RS Umum Bungsu (1.8 km).","2.5 x 8 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage, Kulkas, Ventilasi, Jendela, Dapur Pribadi, Bantal, Sofa, Wastafel","K. Mandi Dalam, Kloset Duduk, Wastafel, Ember mandi, Shower","WiFi, Jemuran",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-genjer-29-lengkong-bandung-2?redirection_source=landing%20area,-6.935458588304069,107.62702565983408
Kost Kalasantay Tipe A Sumur Bandung,Campur,Rp2.850.000,2850000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.3 km), Alfamart A Yani 419 (2.9 km), Masjid Al Kautsar (645 m), Citibank Indonesia (396 m), Universitas Islam Bandung (1.8 km), RS Khusus Gigi dan Mulut Kota Bandung (1.4 km).","4.3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, R. Jemur, Dispenser, Dapur, Pengurus Kos, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kalasantay-tipe-a-sumur-bandung?redirection_source=landing%20area,-6.912894002640237,107.61704288236945
Kost Rancagoong Tipe A Batununggal Bandung,Putra,Rp1.100.000,1100000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Berkah Bahari (238 m), Alfamart A Yani 419 (2.4 km), Gereja Katolik Hati Tak Bernoda Santa Perawan Maria (1.5 km), Sekolah Tinggi Ilmu Ekonomi Pasundan (214 m).","3 x 35 meter, Termasuk listrik","Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Ember mandi","WiFi, Laundry, R. Tamu, R. Jemur, Dapur, Jemuran, Pengurus Kos, Jual Makanan, Balcon, K. Mandi Luar","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-rancagoong-tipe-a-batununggal-bandung?redirection_source=landing%20area,-6.926065089270204,107.64194494502766
Kost Muararajeun Lama 2 Tipe D Cibeunying Kaler Bandung,Campur,Rp740.000,740000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (593 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (561 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV, Rooftop, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-2-tipe-d-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887799506633365,107.63082202372397
Kost Chantika Marfalia Tipe Standard Regol Bandung,Campur,Rp750.000,750000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (346 m), Circle K (630 m), Church of Isa Almasih (241 m), Bank BJB - Cabang Utama Bandung (912 m), Institut Seni Budaya Indonesia Bandung (2.5 km), RSU Bhayangkara Tk II Sartika Asih (3.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi",K. Mandi Luar,Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-chantika-marfalia-tipe-standard-regol-bandung-2?redirection_source=landing%20area,-6.939535525283309,107.61222604133329
Kost Yurani Tipe A Regol Bandung,Campur,Rp750.000,750000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (988 m), Circle K (977 m), Church of Isa Almasih (888 m), Bank Muamalat (2.7 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Ibu dan Anak Kota Bandung (1.2 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela","K. Mandi Dalam, Kloset Jongkok, Ember mandi","R. Jemur, Jemuran, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-yurani-tipe-a-regol-bandung?redirection_source=landing%20area,-6.940531258410454,107.61333490815458
Kost Srigadis 25 Tipe Paviliun Regol Bandung,Campur,Rp2.100.000,2100000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (783 m), Circle K (782 m), Church of Isa Almasih (822 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","6 x 10 meter, Tidak termasuk listrik",Dapur Pribadi,"K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","R. Tamu, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, R. Keluarga","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-paviliun-regol-bandung?redirection_source=landing%20area,-6.939283544259406,107.61420607919442
