Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Eyang Cipju Tipe A Bandung Wetan Bandung,Putra,Rp1.000.000,1000000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (1.8 km), Alfamart (1.3 km), Masjid Al Asy'ari Unisba (2.1 km), Bank BJB Weekend Banking (719 m), Institut Teknologi Nasional Bandung (1.2 km), RS Ibu dan Anak Al Islam (1.5 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Kipas Angin","Kloset Duduk, K. Mandi Luar, Wastafel, Shower","WiFi, Kulkas, Penjaga Kos, Mushola, Dapur, Jemuran, CCTV, Balcon, Taman, Joglo","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-eyang-cipju-tipe-a-bandung-wetan-bandung?redirection_source=landing%20area,-6.906857832370371,107.61490351579477
Kost Muararajeun Lama 1 Tipe D Cibeunying Kaler Bandung,Campur,Rp725.000,725000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart A Yani 419 (1.3 km), Church In Bandung (2.5 km), Bank BJB Weekend Banking (1.0 km), Institut Teknologi Nasional Bandung (805 m), RS Ibu dan Anak Al Islam (1.2 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Wastafel","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, Penjaga Kos, R. Jemur, Jemuran, Jual Makanan, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-d-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.884765411718071,107.62750235835068
Kost Ibu Nola Kebon Manggu Regol Bandung,Campur,Rp650.000,650000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (3.0 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (906 m), Universitas Islam Bandung (2.4 km), RS Umum Bungsu (1.3 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Bantal","Kloset Jongkok, K. Mandi Luar","R. Jemur, Dapur, Jemuran, K. Mandi Luar","Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ibu-nola-kebon-manggu-regol-bandung?redirection_source=landing%20area,-6.940863065480679,107.61407481052824
Kost Muararajeun Lama 1 Tipe C Cibeunying Kaler Bandung,Campur,Rp750.000,750000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart A Yani 419 (1.3 km), Masjid Al Kautsar (2.0 km), Bank Mandiri Bandung Priority Banking Soerapatti (1.5 km), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), RS Umum Santo Borromeus (2.1 km).","3.5 x 2 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, Jual Makanan, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-c-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.886183975943162,107.62929395398736
Kost Gedung Putih 2 Lengkong Bandung,Campur,Rp2.000.000,2000000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (517 m), Alfamart A Yani 419 (3.2 km), Masjid Al Waritsin (331 m), CIMB Niaga (Buah Batu) (213 m), Akademi Sekretari Dan Manajemen BSI Bandung (589 m), Bandung Electronic Center (3.5 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Laundry, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-gedung-putih-2-lengkong-bandung-1?redirection_source=landing%20area,-6.935046359360332,107.625594218885
Kost Wastu323 Bandung Wetan Bandung,Putri,Rp650.000,650000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (531 m), Alfamart (455 m), Masjid Al Asy'ari Unisba (364 m), Bank BJB - Kantor Cabang Tamansari (386 m), Universitas Islam Bandung (335 m), RS Umum Tk IV 03.07.03Sariningsih (859 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Bantal, Kursi","K. Mandi Dalam, Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, Jual Makanan, CCTV, Rooftop","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-wastu323-bandung-wetan-bandung-2?redirection_source=landing%20area,-6.905061437652787,107.6161541707537
Kost Nur Muhaji Tipe A Batununggal Bandung,Campur,Rp1.200.000,1200000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.0 km), Alfamart (2.6 km), Masjid Al Jihad (264 m), Bank BJB - Cabang Utama Bandung (2.2 km), Institut Teknologi Nasional Bandung (2.4 km), RS Ibu dan Anak Al Islam (1.5 km).","4 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Laundry, Penjaga Kos, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nur-muhaji-tipe-a-batununggal-bandung-2?redirection_source=landing%20area,-6.929857682143465,107.64132247426684
Kost Menimurah Tipe Standart Cibeunying Kaler Bandung,Putri,Rp500.000,500000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.3 km), Alfamart Bojong Koneng (1.3 km), Christian Church Pasundan Awiligar (2.1 km), Bank BJB Weekend Banking (1.4 km), Institut Teknologi Nasional Bandung (408 m), RS Ibu dan Anak Al Islam (1.3 km).","2 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Tamu, R. Jemur, R. Makan, Dapur, Jemuran, Pengurus Kos, Balcon, R. Keluarga",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-menimurah-tipe-standart-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.885486421342276,107.63044222891229
Kost Paviliun Asmi Regol Bandung,Campur,Rp2.000.000,2000000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (672 m), Circle K (915 m), Gereja Kristen Kalam Kudus Pasundan (219 m), Institut Seni Budaya Indonesia Bandung (2.8 km), RSU Bhayangkara Tk II Sartika Asih (3.1 km), Bandung Electronic Center (2.3 km).","4 x 5 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Sofa, Kursi","K. Mandi Dalam, Kloset Duduk, Bak mandi",R. Tamu,,,https://mamikos.com/room/kost-bandung-kost-campur-eksklusif-kost-paviliun-asmi-regol-bandung?redirection_source=landing%20area,-6.941542205170809,107.61563460929274
Kost Griya Asri 2 Cibeunying Kaler Bandung,Campur,Rp1.700.000,1700000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart (1.5 km), Church In Bandung (2.2 km), Bank BJB Weekend Banking (734 m), Institut Teknologi Nasional Bandung (1.1 km), RS Ibu dan Anak Al Islam (1.1 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Guling, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, Kulkas, Mesin Cuci, Penjaga Kos, R. Jemur, R. Makan, Mushola, R. Santai, Dispenser",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-griya-asri-2-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887606358031622,107.62976516102373
Kost Dadang Kebon Sirih Tipe L Besar Sumur Bandung Bandung,Putra,Rp1.300.000,1300000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (1.1 km), Alfamart (1.6 km), Masjid Al Asy'ari Unisba (881 m), Bank BJB - Kantor Cabang Tamansari (915 m), Universitas Islam Bandung (917 m), RS Umum Tk IV 03.07.03Sariningsih (777 m).","3 x 5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Jemur, Balcon, TV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-dadang-kebon-sirih-tipe-l-besar-sumur-bandung-bandung-2?redirection_source=landing%20area,-6.915563272791199,107.61503282925312
Kost Srigadis 25 Tipe B Regol Bandung,Campur,Rp1.200.000,1200000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (788 m), Circle K (788 m), Church of Isa Almasih (836 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","5 x 5 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Taman","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-b-regol-bandung-2?redirection_source=landing%20area,-6.940508766739515,107.61561525526275
Kost Ibu Tina Tipe A Cibeunying Kidul Bandung,Putri,Rp900.000,900000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.1 km), Alfamart A Yani 419 (282 m), Masjid Pusdai (1.6 km), Bank Mandiri Bandung Priority Banking Soerapatti (2.5 km), Institut Teknologi Nasional Bandung (1.2 km), RS Umum Santo Yusup (625 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Dapur Pribadi, Bantal, Wastafel","K. Mandi Dalam, Kloset Jongkok, Wastafel, Ember mandi","WiFi, R. Cuci, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, Rooftop, Balcon, Gazebo","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-ibu-tina-tipe-a-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899370675223524,107.65205091061604
Kost Kanaya Tipe A Lengkong Bandung,Putra,Rp1.000.000,1000000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (613 m), Alfamart A Yani 419 (3.2 km), Masjid Jami Nurul Falah (598 m), CIMB Niaga (Buah Batu) (556 m), Akademi Sekretari Dan Manajemen BSI Bandung (280 m), RS Ibu dan Anak Kota Bandung (2.3 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Bak mandi","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Pengurus Kos, R. Keluarga","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-kanaya-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.934572467604986,107.62590531413888
Kost Asia Afrika 1 Standard Sumur Bandung,Campur,Rp875.000,875000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Warteg Bahari (1.1 km), Alfamart (2.6 km), Church In Bandung (637 m), Bank BJB - Cabang Utama Bandung (433 m), Universitas Islam Bandung (2.0 km), RS Umum Bungsu (292 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, Kulkas, Penjaga Kos, Dispenser, Dapur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-asia-afrika-1-standard-sumur-bandung-2?redirection_source=landing%20area,-6.913551373356137,107.61894270222476
Kost Adikacih 6 Astana Anyar Bandung,Putri,Rp850.000,850000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Indomaret YPAC (3.3 km), Church of Isa Almasih (1.2 km), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.6 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Kulkas, Ventilasi, Jendela, Wastafel, Kursi, Kipas Angin","Kloset Duduk, K. Mandi Luar, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Jemur, Dapur, Jemuran, Pengurus Kos, CCTV, Kartu Akses",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-adikacih-6-astana-anyar-bandung?redirection_source=landing%20area,-6.936867447456096,107.60281552400232
Kost Asih Tipe A Lengkong Bandung,Campur,Rp1.000.000,1000000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (712 m), Alfamart (3.1 km), Church of Isa Almasih (370 m), Bank BJB - Cabang Utama Bandung (633 m), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (772 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Shower, Bak mandi","Penjaga Kos, Dapur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-asih-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.935247892503261,107.6252211239446
Kost Galunggung Tipe B Lengkong Bandung,Putri,Rp750.000,750000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.1 km), Circle K (696 m), Church In Bandung (1.1 km), Bank BCA KCP Buah Batu (1.2 km), Universitas Islam Bandung (3.5 km), RS Umum Bungsu (1.9 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi","Kloset Jongkok, K. Mandi Luar, Ember mandi","Kulkas, R. Jemur, Dapur, Jemuran, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-galunggung-tipe-b-lengkong-bandung?redirection_source=landing%20area,-6.93262871403733,107.626076780906
Kost Asmi Depan Itc Regol Bandung,Campur,Rp750.000,750000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (664 m), Circle K (878 m), Gereja Kristen Kalam Kudus Pasundan (186 m), Bank BJB - Cabang Utama Bandung (975 m), Institut Seni Budaya Indonesia Bandung (2.8 km), RSU Bhayangkara Tk II Sartika Asih (3.2 km).","3 x 4 meter, Tidak termasuk listrik",Jendela,Kloset Jongkok,R. Jemur,Parkir Motor,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-asmi-depan-itc-regol-bandung?redirection_source=landing%20area,-6.939492840886497,107.61452250009356
Kost Rasionas Coblong Bandung,Campur,Rp1.400.000,1400000,Kecamatan Coblong,Coblong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Swike Waled Rumah Makan (343 m), Circle K (2.8 km), Masjid Al Arief (438 m), Bank BJB - Kantor Cabang Tamansari (765 m), Universitas Islam Bandung (713 m), RS Umum Pusat Dr. Hasan Sadikin (600 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Kursi","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kost-campur-eksklusif-kost-rasionas-coblong-bandung-1?redirection_source=landing%20area,-6.8824159459021415,107.61236928618877
Kost Wastu Tipe M Bandung Wetan Bandung,Campur,Rp750.000,750000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (508 m), Alfamart (814 m), Masjid Al Asy'ari Unisba (192 m), Bank BJB - Kantor Cabang Tamansari (254 m), Universitas Islam Bandung (211 m), RS Umum Tk IV 03.07.03Sariningsih (603 m).","3 x 3 meter, Tidak termasuk listrik","Jendela, Guling, Bantal, Kipas Angin","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Bak mandi",Dapur,,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-wastu-tipe-m-bandung-wetan-bandung-2?redirection_source=landing%20area,-6.906626177934444,107.6163355466695
Kost Eceng 20 Lengkong Bandung,Putri,Rp650.000,650000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (974 m), Circle K (3.1 km), Church In Bandung (1.1 km), Bank BCA KCP Buah Batu (1.2 km), Universitas Islam Bandung (3.5 km), RS Umum Bungsu (1.8 km).","3 x 2.5 meter, Termasuk listrik","Kasur, Lemari / Storage, Jendela, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, Dispenser, Jemuran, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-eceng-20-lengkong-bandung-2?redirection_source=landing%20area,-6.936041241536709,107.62431360563028
Kost Srigadis 25 Rooms Regol Bandung,Campur,Rp1.100.000,1100000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (790 m), Circle K (789 m), Church of Isa Almasih (834 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","4 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-rooms-regol-bandung?redirection_source=landing%20area,-6.940485576836907,107.61489067077626
Kost Kurnia Tipe A Cibeunying Kidul Bandung,Putri,Rp1.300.000,1300000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart A Yani 419 (1.0 km), Christian Church Pasundan Awiligar (2.3 km), Universitas Padjadjaran Kampus Dipatiukur (2.4 km), Sinar Abadi Balubur Town Square (3.1 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Bantal, Kursi","Kloset Duduk, Ember mandi, Shower","WiFi, Kulkas, Mesin Cuci, R. Santai, Dispenser, Dapur, Jemuran, CCTV, TV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-kurnia-tipe-a-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899649950981727,107.65171950011596
Kost Bu Wati Batununggal Bandung,Putri,Rp1.100.000,1100000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (619 m), Alfamart A Yani 419 (2.0 km), Church In Bandung (875 m), Akademi Sekretari Dan Manajemen BSI Bandung (943 m), Bandung Electronic Center (2.7 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja Rias, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Kipas Angin","K. Mandi Dalam, Kloset Jongkok, Shower","R. Cuci, Kulkas, R. Tamu, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Pengurus Kos, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-bu-wati-batununggal-bandung?redirection_source=landing%20area,-6.926670470245321,107.6418006039097
